train_loss,epoch,rank
0.3038104084519566,0,0
2.4791204051108595,1,0
0.4516306203090964,2,0
0.46369367340145284,3,0
1.166281128265713,4,0
0.4781841876732592,5,0
0.6252927348891518,0,1
0.2729785084968463,1,1
0.961773837480709,2,1
1.327831357467539,3,1
1.4579074544195854,4,1
0.17490110829832223,5,1
1.1013281529847756,6,1
0.31998153736052437,7,1
1.2344262809914457,8,1
0.2909956246451192,9,1
0.5196224013798603,10,1
1.0672391796763983,0,2
0.5593617257177395,1,2
0.577543284837832,2,2
1.5678936305986397,3,2
0.418548358265336,4,2
1.4427092651944124,5,2
0.5619790328055659,6,2
1.0129185350351284,7,2
0.32567858867366045,8,2
0.9959556887672163,9,2
0.2718510222878116,10,2
0.3990808977294166,11,2
1.708597985634961,12,2
1.8456654504001002,13,2
2.0881290890541497,14,2
1.527859076719841,15,2
