train_loss,epoch,rank
1.3787664299010123,0,0
0.9414549986490081,1,0
1.258230205699245,2,0
0.641006444691093,3,0
0.8986070770915486,4,0
1.233175562392179,5,0
1.1252403542814335,6,0
1.069676615270591,7,0
0.7760881999181877,8,0
0.7219238908137796,0,1
0.7934311540280935,1,1
1.211655999349425,2,1
1.1227105062305758,3,1
1.014355785528931,4,1
0.5532162320238672,5,1
1.2247670113555558,6,1
1.0196305439979338,7,1
0.9640092645962723,8,1
0.8879992724583392,9,1
1.137886449568406,10,1
1.0046753829373691,0,2
1.1078338156478034,1,2
0.7651699436730377,2,2
1.2311695889330307,3,2
0.6773313573889744,4,2
1.0130216727507753,5,2
0.9940569532692877,6,2
1.2218805259566285,7,2
0.8958302694057565,8,2
0.9068463410722637,9,2
