train_loss,epoch,rank
0.1896500478302739,0,0
0.05839245547894187,1,0
0.055972239089415246,2,0
0.05467333646175121,3,0
0.053904813561361745,4,0
0.05336758611892098,5,0
0.05291873456651177,6,0
0.05250236650828461,7,0
0.05209274595862155,8,0
0.05168208173195422,9,0
0.051267288347036595,10,0
0.0508480061990052,11,0
0.05042791702108851,12,0
0.050008867445523665,13,0
0.0495928659931701,14,0
0.04918249995457103,15,0
0.048775420976102685,16,0
0.0483716260113687,17,0
0.04796904055863366,18,0
0.047566179792213246,19,0
0.04715883396277009,20,0
0.0467435726241058,21,0
0.04631479657388353,22,0
0.04587095698713569,23,0
0.04540698206405419,24,0
0.044921717444043836,25,0
0.044415274442742035,26,0
0.04389221748222783,27,0
0.04335958781217955,28,0
0.042827591131286466,29,0
0.04231015764756292,30,0
0.04181712330963358,31,0
0.04135649404854069,32,0
0.040933435066475884,33,0
0.04054883850859942,34,0
0.04020246995327132,35,0
0.03989024980884967,36,0
0.03960870204788494,37,0
0.03935499198362882,38,0
0.03912582917928627,39,0
0.03891827245907097,40,0
0.03873025469827666,41,0
0.03855963376337877,42,0
0.03840373954853981,43,0
0.0382616825847102,44,0
0.038131599858554945,45,0
0.038011069790718104,46,0
0.03790000654532166,47,0
0.03779642618390623,48,0
0.03769942209684374,49,0
0.1929768067537418,0,1
0.05830831277524133,1,1
0.055916550367160894,2,1
0.054646878309304495,3,1
0.05388329594226971,4,1
0.05333249643153902,5,1
0.052861005659250546,6,1
0.05241258947150764,7,1
0.05196774031166211,8,1
0.05151366032732431,9,1
0.05104872710213367,10,1
0.050569746812884266,11,1
0.05007652326668657,12,1
0.04956222512213194,13,1
0.04902536590118511,14,1
0.04846239052095641,15,1
0.04786996058324405,16,1
0.0472519978626401,17,1
0.04661562007597064,18,1
0.04597057248953318,19,1
0.04533093230997642,20,1
0.04470831422849228,21,1
0.04411395359542883,22,1
0.04355714011128738,23,1
0.04304208715428441,24,1
0.04257017232615682,25,1
0.04213949903010973,26,1
0.04174828021455558,27,1
0.041392336853332254,28,1
0.04106871944062386,29,1
0.04077293011680205,30,1
0.040502765410459635,31,1
0.04025495341395049,32,1
0.040026523643022956,33,1
0.03981595841957903,34,1
0.039622090436264225,35,1
0.03944123943409558,36,1
0.03927360436100953,37,1
0.039116753922723235,38,1
0.038970271944584384,39,1
0.038832587799008125,40,1
0.038702947547294954,41,1
0.03858120138467517,42,1
0.03846498453696893,43,1
0.038355121435460986,44,1
0.03825037061990646,45,1
0.038150945101126786,46,1
0.03805494126116695,47,1
0.03796368935968876,48,1
0.037875512716417134,49,1
0.19390358516165426,0,2
0.05844660075258309,1,2
0.05604207921377117,2,2
0.0547609761624692,3,2
0.05399851610654442,4,2
0.05345815730082741,5,2
0.05300311939038632,6,2
0.05257187024561906,7,2
0.052145981713077605,8,2
0.05171715121971996,9,2
0.05128575733975616,10,2
0.050854292393013874,11,2
0.05042571424200697,12,2
0.05000229904950612,13,2
0.04958415823383744,14,2
0.04917419130195423,15,2
0.048768810079719005,16,2
0.04836956087572226,17,2
0.04797491214355329,18,2
0.04758121860175891,19,2
0.04718784267056295,20,2
0.04679115551481074,21,2
0.0463880751479428,22,2
0.04597619528394206,23,2
0.04555139580062978,24,2
0.04511113578693673,25,2
0.044654003421330614,26,2
0.04417920495464184,27,2
0.0436890531268495,28,2
0.043186987359204704,29,2
0.04268089951780086,30,2
0.042177557603930396,31,2
0.041689218628670234,32,2
0.04122355868837327,33,2
0.04078825931519569,34,2
0.04038621990903343,35,2
0.04001938773670007,36,2
0.039686567837128026,37,2
0.039385468873965705,38,2
0.03911243069417577,39,2
0.03886531885237027,40,2
0.0386409048098131,41,2
0.03843614134304326,42,2
0.03824998172166321,43,2
0.038080250489143964,44,2
0.03792441482149938,45,2
0.03778253753507554,46,2
0.03765264944475851,47,2
0.037532157130718544,48,2
0.037421602339807875,49,2
