train_loss,epoch,rank
1.0367782502438274,0,0
1.1145589434819585,1,0
1.257913096020868,2,0
0.6431594770785543,3,0
0.8040284774496764,4,0
1.2581382814962856,5,0
1.0072430158308252,6,0
0.8627080600069199,7,0
0.9707127540160592,8,0
0.7241035473828421,0,1
0.8125238081905521,1,1
0.9318142228969313,2,1
0.9501385641664367,3,1
0.9290301033751177,4,1
0.6585024232383739,5,1
1.054479359148562,6,1
1.0238368375608844,7,1
1.1241411922679156,8,1
1.0246309858973497,9,1
1.3188666229016848,10,1
1.192141260158623,0,2
0.9770199514855795,1,2
0.7126932773550283,2,2
1.069521275062524,3,2
0.9152677742426744,4,2
1.1014665290650236,5,2
0.8450974987954182,6,2
1.0844231395833108,7,2
